7.22454 0 
6.21611 0 
3.57584 0 
1.56211 0 
4.19989 0 
0.456559 0 
6.73266 0 
2.93485 0 
4.28359 0 
2.77238 0 
5.0949 0 
6.68969 0 
9.44828 0 
4.98717 0 
3.50033 0 
5.30846 0 
4.54405 0 
2.34319 0 
5.10839 0 
2.87593 0 
6.57378 0 
4.8609 0 
1.59008 0 
3.71796 0 
5.31118 0 
5.07718 0 
4.78897 0 
5.63847 0 
3.21775 0 
7.63426 0 
6.01125 0 
4.6813 0 
6.94799 0 
4.51528 0 
2.85199 0 
6.05788 0 
5.79395 0 
4.77783 0 
4.21039 0 
5.529 0 
4.8154 0 
8.88152 0 
6.59889 0 
7.02302 0 
4.41986 0 
3.33184 0 
7.83498 0 
4.94352 0 
8.07616 0 
7.67763 0 
3.4728 0 
5.9879 0 
3.59218 0 
4.29884 0 
3.61236 0 
3.67587 0 
3.65547 0 
6.66784 0 
5.15162 0 
6.37532 0 
5.07871 0 
4.68208 0 
5.87654 0 
5.71841 0 
2.76094 0 
0.891158 0 
9.46117 0 
5.59517 0 
5.38555 0 
5.40767 0 
7.70764 0 
5.13941 0 
9.18932 0 
4.3022 0 
6.49335 0 
6.23211 0 
7.30762 0 
3.556 0 
3.71115 0 
2.61428 0 
5.02192 0 
1.49911 0 
5.67637 0 
3.49074 0 
6.33058 0 
4.12598 0 
1.62116 0 
6.24675 0 
9.06479 0 
4.6429 0 
6.15417 0 
5.23222 0 
3.51921 0 
7.8279 0 
3.95994 0 
7.72355 0 
7.38706 0 
6.29906 0 
6.06206 0 
6.59014 0 
6.13662 1 
5.28231 1 
6.55843 1 
4.34854 1 
9.02978 1 
7.9501 1 
7.91332 1 
4.8684 1 
7.96714 1 
3.36507 1 
8.05106 1 
4.52052 1 
4.87723 1 
6.79796 1 
8.84383 1 
5.4364 1 
5.86641 1 
4.48394 1 
8.24681 1 
5.75339 1 
5.92809 1 
4.08851 1 
6.84945 1 
11.0083 1 
7.52361 1 
4.78219 1 
5.99179 1 
4.11822 1 
5.60145 1 
7.52995 1 
6.80277 1 
5.89986 1 
3.8251 1 
7.31361 1 
4.42429 1 
4.20614 1 
5.46576 1 
5.76519 1 
7.12106 1 
7.45266 1 
5.90996 1 
7.7638 1 
6.17716 1 
9.18442 1 
8.30764 1 
3.70785 1 
8.70312 1 
7.3996 1 
5.30764 1 
7.35832 1 
4.76099 1 
3.06247 1 
4.36659 1 
3.41232 1 
6.50863 1 
5.55219 1 
9.66359 1 
4.07216 1 
10.9914 1 
8.37088 1 
5.32991 1 
5.81828 1 
10.7532 1 
9.38461 1 
4.97901 1 
5.79472 1 
7.69669 1 
5.34897 1 
4.94654 1 
6.18247 1 
4.55212 1 
6.8082 1 
4.58493 1 
3.51537 1 
4.55536 1 
7.8287 1 
3.42245 1 
2.35357 1 
3.30215 1 
6.2291 1 
6.06897 1 
3.02221 1 
4.22889 1 
3.4364 1 
6.20262 1 
7.17344 1 
8.25567 1 
6.23201 1 
8.54438 1 
6.92733 1 
4.26938 1 
8.05535 1 
5.15472 1 
3.62793 1 
9.51448 1 
4.23782 1 
6.79521 1 
3.91392 1 
6.70051 1 
8.16416 1 
